DIRECTORIO,P6020,P6040,P6051,P5502,P767,P6081,P6083,P1895,P1896,P1897,P1898,P1899,P3175,P1901,P1903,P1904,P1905,P1927
7349657,2,78,5,4.0,,3,3,8.0,7.0,8.0,7.0,7.0,7.0,3.0,2.0,2.0,6.0,7.0
7349673,1,64,1,2.0,17.0,3,3,10.0,6.0,8.0,8.0,8.0,8.0,8.0,4.0,3.0,10.0,8.0
7349698,1,73,1,4.0,,3,3,8.0,8.0,8.0,8.0,9.0,9.0,8.0,4.0,4.0,10.0,8.0
7349700,1,62,2,2.0,15.0,3,3,8.0,8.0,8.0,8.0,8.0,7.0,8.0,3.0,3.0,9.0,8.0
7349708,1,70,1,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,4.0,9.0,8.0
7349709,1,73,1,5.0,,3,3,9.0,2.0,8.0,8.0,8.0,7.0,8.0,2.0,1.0,9.0,9.0
7349709,1,68,7,5.0,,3,3,10.0,6.0,10.0,9.0,8.0,8.0,8.0,4.0,3.0,8.0,8.0
7349710,1,60,1,6.0,5.0,3,3,5.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0
7349711,1,76,1,6.0,,3,3,9.0,8.0,7.0,8.0,8.0,8.0,8.0,2.0,3.0,9.0,8.0
7349711,2,82,2,6.0,,3,3,9.0,99.0,7.0,8.0,5.0,7.0,9.0,3.0,3.0,9.0,9.0
7349714,1,74,1,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0
7349714,2,73,2,6.0,,3,3,8.0,99.0,9.0,8.0,8.0,8.0,8.0,4.0,3.0,9.0,9.0
7349718,2,60,1,4.0,,2,3,8.0,4.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,10.0,8.0
7349719,1,90,1,3.0,70.0,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349721,1,80,1,2.0,48.0,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349721,2,69,2,2.0,,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349725,1,72,1,2.0,,3,3,9.0,8.0,8.0,3.0,8.0,8.0,10.0,0.0,0.0,10.0,8.0
7349725,2,61,2,2.0,,3,3,9.0,8.0,9.0,3.0,8.0,8.0,9.0,0.0,0.0,10.0,8.0
7349726,2,66,1,3.0,3.0,3,2,9.0,4.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,10.0,10.0
7349726,2,93,5,3.0,,3,3,9.0,99.0,7.0,8.0,8.0,8.0,6.0,0.0,4.0,6.0,6.0
7349727,2,60,6,3.0,2.0,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349735,1,83,7,4.0,,3,3,9.0,4.0,7.0,7.0,7.0,7.0,6.0,2.0,2.0,9.0,9.0
7349735,2,71,1,5.0,,3,3,2.0,99.0,3.0,1.0,4.0,6.0,5.0,10.0,9.0,1.0,4.0
7349739,2,62,6,3.0,1.0,3,3,8.0,5.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,8.0,7.0
7349756,2,78,1,3.0,,3,3,8.0,99.0,8.0,7.0,4.0,6.0,7.0,2.0,0.0,8.0,7.0
7349758,2,60,1,2.0,,3,3,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,4.0,7.0
7349758,1,69,2,2.0,,3,3,7.0,8.0,5.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0
7349763,2,61,1,5.0,,2,3,8.0,5.0,5.0,8.0,8.0,8.0,8.0,0.0,0.0,9.0,8.0
7349764,1,75,1,2.0,40.0,3,3,8.0,6.0,8.0,8.0,8.0,6.0,8.0,2.0,0.0,8.0,7.0
7349764,2,66,2,2.0,,3,3,8.0,4.0,7.0,7.0,7.0,6.0,7.0,2.0,0.0,8.0,7.0
7349765,1,61,1,4.0,,3,2,7.0,6.0,7.0,7.0,8.0,7.0,7.0,3.0,2.0,8.0,7.0
7349768,2,69,1,3.0,,3,2,8.0,5.0,8.0,7.0,8.0,5.0,8.0,2.0,0.0,9.0,7.0
7349771,1,66,1,2.0,,3,3,8.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,8.0,7.0
7349771,2,68,2,2.0,,3,3,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,5.0,8.0,6.0
7349772,2,66,2,2.0,,3,3,9.0,5.0,8.0,8.0,7.0,7.0,10.0,0.0,0.0,9.0,8.0
7349773,1,72,1,5.0,,3,3,8.0,7.0,8.0,8.0,7.0,7.0,8.0,0.0,0.0,8.0,7.0
7349775,1,79,1,2.0,,3,3,7.0,6.0,7.0,7.0,7.0,6.0,8.0,3.0,0.0,8.0,7.0
7349775,2,81,2,2.0,,3,3,8.0,99.0,8.0,9.0,8.0,9.0,8.0,3.0,0.0,8.0,8.0
7349780,1,61,1,2.0,,3,2,7.0,8.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0,4.0,8.0
7349788,2,60,1,2.0,,3,3,8.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,5.0,7.0,8.0
7349789,1,70,1,4.0,,3,3,8.0,5.0,8.0,7.0,7.0,6.0,7.0,3.0,0.0,9.0,7.0
7349793,1,60,2,2.0,,3,3,7.0,7.0,8.0,8.0,7.0,8.0,7.0,2.0,3.0,7.0,6.0
7349795,1,60,1,2.0,,2,2,8.0,7.0,8.0,8.0,8.0,6.0,7.0,2.0,0.0,9.0,7.0
7349800,1,61,1,4.0,15.0,3,3,9.0,6.0,9.0,8.0,8.0,7.0,8.0,3.0,0.0,9.0,8.0
7349804,1,64,1,2.0,0.0,3,3,6.0,5.0,6.0,6.0,6.0,4.0,7.0,4.0,3.0,8.0,8.0
7349815,1,60,1,6.0,,3,3,9.0,8.0,8.0,8.0,8.0,9.0,9.0,0.0,0.0,9.0,9.0
7349819,2,88,1,3.0,,3,3,8.0,4.0,9.0,7.0,7.0,7.0,10.0,0.0,0.0,9.0,9.0
7349819,2,63,3,3.0,,3,1,9.0,4.0,9.0,7.0,6.0,8.0,10.0,0.0,1.0,10.0,9.0
7349820,2,61,2,6.0,,2,2,8.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0
7349823,2,78,1,4.0,,3,3,9.0,5.0,7.0,7.0,7.0,6.0,5.0,0.0,0.0,9.0,8.0
7349826,1,73,1,2.0,4.0,3,3,9.0,5.0,4.0,5.0,9.0,5.0,10.0,0.0,0.0,10.0,9.0
7349826,2,65,2,2.0,4.0,3,3,9.0,1.0,8.0,9.0,7.0,9.0,3.0,2.0,3.0,10.0,7.0
7349836,1,60,1,6.0,,3,3,2.0,2.0,7.0,7.0,8.0,6.0,9.0,3.0,0.0,10.0,9.0
7349841,2,71,1,4.0,,3,3,10.0,0.0,10.0,10.0,0.0,10.0,10.0,5.0,5.0,10.0,5.0
7349849,2,63,1,3.0,,3,3,9.0,4.0,8.0,9.0,9.0,8.0,9.0,0.0,0.0,10.0,9.0
7349852,1,68,6,4.0,,3,3,9.0,1.0,8.0,6.0,7.0,6.0,10.0,0.0,0.0,10.0,5.0
7349854,2,86,5,3.0,,3,2,10.0,99.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0
7349855,2,72,1,3.0,,3,3,9.0,5.0,9.0,7.0,8.0,9.0,3.0,8.0,9.0,10.0,9.0
7349856,1,67,1,6.0,16.0,3,3,9.0,6.0,8.0,6.0,7.0,7.0,8.0,1.0,0.0,9.0,8.0
7349856,2,65,2,6.0,16.0,3,3,9.0,4.0,6.0,7.0,5.0,6.0,9.0,1.0,0.0,9.0,8.0
7349858,2,71,1,4.0,2.0,3,3,9.0,1.0,5.0,7.0,8.0,5.0,7.0,0.0,0.0,9.0,7.0
7349861,1,71,1,2.0,,3,3,9.0,8.0,8.0,8.0,9.0,9.0,8.0,0.0,0.0,9.0,8.0
7349864,2,73,1,3.0,,3,3,9.0,8.0,9.0,8.0,8.0,8.0,9.0,0.0,0.0,8.0,8.0
7349868,1,60,1,4.0,,3,3,8.0,9.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0
7349873,2,61,1,4.0,,3,3,9.0,9.0,8.0,9.0,7.0,8.0,7.0,0.0,0.0,9.0,9.0
7349876,2,69,1,3.0,4.0,3,3,5.0,6.0,5.0,8.0,8.0,6.0,10.0,0.0,0.0,10.0,9.0
7349878,2,62,2,6.0,,3,3,9.0,6.0,8.0,6.0,7.0,6.0,8.0,2.0,0.0,9.0,9.0
7349878,1,64,1,6.0,,3,3,9.0,6.0,8.0,6.0,7.0,5.0,9.0,0.0,0.0,9.0,7.0
7349879,2,79,5,6.0,1.0,3,3,9.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,9.0,7.0
7349879,1,90,5,6.0,1.0,3,3,9.0,0.0,5.0,5.0,6.0,4.0,8.0,0.0,0.0,9.0,7.0
7349881,1,79,1,6.0,,3,3,6.0,5.0,5.0,5.0,6.0,5.0,4.0,7.0,5.0,8.0,7.0
7349881,2,63,2,6.0,,3,3,6.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0
7349882,1,65,1,5.0,,3,3,8.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0
7349882,2,65,7,5.0,,3,3,6.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0
7349893,1,81,1,4.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349894,2,69,9,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349895,2,80,6,3.0,,3,3,7.0,99.0,7.0,6.0,0.0,7.0,10.0,0.0,0.0,9.0,10.0
7349895,1,70,1,6.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349896,1,65,1,6.0,,2,2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349896,2,61,2,6.0,,3,3,5.0,99.0,5.0,10.0,0.0,7.0,7.0,6.0,0.0,7.0,6.0
7349899,2,77,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349900,1,61,1,6.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349901,2,65,1,4.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349916,2,83,1,3.0,25.0,3,3,10.0,7.0,7.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,8.0
7349922,2,71,1,3.0,26.0,3,3,10.0,5.0,10.0,8.0,8.0,6.0,10.0,0.0,0.0,10.0,8.0
7349924,2,67,1,3.0,22.0,3,3,9.0,9.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,9.0,8.0
7349930,1,65,1,6.0,,3,3,10.0,7.0,8.0,7.0,8.0,7.0,8.0,0.0,0.0,10.0,7.0
7349930,2,66,2,6.0,,3,3,10.0,4.0,8.0,8.0,7.0,7.0,10.0,0.0,0.0,9.0,7.0
7349931,1,73,1,6.0,55.0,3,3,10.0,9.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349931,2,63,2,6.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349933,1,74,5,4.0,,3,3,10.0,99.0,4.0,10.0,0.0,10.0,6.0,6.0,1.0,10.0,9.0
7349934,2,72,2,6.0,,3,3,9.0,5.0,7.0,6.0,7.0,7.0,10.0,0.0,0.0,8.0,8.0
7349934,1,79,1,6.0,,3,3,9.0,6.0,7.0,8.0,8.0,7.0,10.0,0.0,0.0,10.0,8.0
7349939,1,72,5,4.0,0.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349940,2,76,1,4.0,,3,3,9.0,4.0,8.0,8.0,8.0,7.0,10.0,0.0,0.0,10.0,9.0
7349952,1,63,2,6.0,,3,3,10.0,7.0,7.0,7.0,7.0,7.0,10.0,0.0,0.0,10.0,7.0
7349953,2,70,6,6.0,,3,2,10.0,1.0,8.0,8.0,9.0,9.0,10.0,0.0,0.0,10.0,10.0
7349955,1,67,1,6.0,,3,3,9.0,7.0,7.0,8.0,6.0,7.0,10.0,0.0,0.0,10.0,7.0
7349955,2,62,2,6.0,,3,3,8.0,6.0,8.0,7.0,7.0,6.0,10.0,2.0,0.0,9.0,7.0
7349956,1,61,1,4.0,14.0,3,3,10.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349957,1,82,1,6.0,,3,3,9.0,6.0,8.0,9.0,7.0,8.0,10.0,0.0,0.0,10.0,8.0
7349957,2,83,2,6.0,,3,3,10.0,4.0,8.0,9.0,8.0,7.0,10.0,0.0,0.0,10.0,7.0
7349966,2,61,2,6.0,,3,2,9.0,99.0,7.0,7.0,7.0,7.0,10.0,0.0,0.0,10.0,6.0
7349968,2,75,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349970,1,61,1,6.0,11.0,3,2,9.0,5.0,9.0,8.0,8.0,8.0,10.0,4.0,0.0,9.0,6.0
7349972,1,73,1,3.0,,3,3,10.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349976,2,81,1,3.0,41.0,3,3,8.0,5.0,7.0,7.0,7.0,7.0,10.0,0.0,0.0,10.0,8.0
7349976,2,62,3,5.0,41.0,3,1,8.0,99.0,5.0,6.0,5.0,6.0,7.0,0.0,0.0,6.0,6.0
7349977,1,80,6,3.0,,3,3,9.0,99.0,8.0,7.0,9.0,8.0,9.0,0.0,0.0,9.0,10.0
7349978,1,84,1,6.0,50.0,3,3,10.0,99.0,5.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349978,2,78,2,6.0,,3,3,10.0,99.0,7.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349980,1,61,1,6.0,,3,3,10.0,8.0,7.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7349982,1,67,1,2.0,,3,3,5.0,5.0,5.0,6.0,4.0,3.0,6.0,5.0,4.0,8.0,8.0
7349986,2,85,9,5.0,65.0,3,3,7.0,8.0,7.0,7.0,8.0,8.0,8.0,4.0,4.0,7.0,8.0
7349989,2,87,1,3.0,,3,3,7.0,7.0,5.0,6.0,7.0,5.0,6.0,4.0,4.0,7.0,7.0
7349992,1,65,1,6.0,,3,3,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0
7349992,2,62,2,6.0,,3,2,7.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0
7349994,1,70,1,3.0,,3,3,8.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,3.0,6.0,5.0
7349996,1,82,1,6.0,70.0,3,3,8.0,99.0,8.0,7.0,8.0,8.0,8.0,2.0,0.0,10.0,8.0
7349996,2,83,2,6.0,65.0,3,3,9.0,6.0,8.0,9.0,8.0,4.0,8.0,4.0,0.0,10.0,8.0
7349999,2,76,1,3.0,60.0,3,3,8.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,3.0,10.0,8.0
7350006,2,85,1,3.0,,3,3,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
7350010,1,70,1,6.0,,3,2,8.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,5.0,7.0,7.0
7350010,2,64,2,6.0,,3,2,7.0,99.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0
7350011,2,71,1,3.0,,3,3,8.0,99.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0
7350017,2,61,1,3.0,,3,3,6.0,2.0,4.0,7.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0
7350020,2,79,6,3.0,40.0,3,3,6.0,7.0,7.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,5.0
7350023,1,60,1,6.0,,3,2,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,8.0
7350027,2,85,2,6.0,60.0,3,3,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,4.0,7.0,8.0
7350027,1,82,1,6.0,,3,3,7.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,7.0,8.0
7350031,2,60,2,6.0,,3,3,7.0,99.0,7.0,7.0,6.0,3.0,6.0,5.0,4.0,6.0,5.0
7350031,1,67,1,6.0,,3,3,8.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0
7350032,1,67,1,2.0,,3,3,7.0,8.0,6.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0
7350032,2,65,2,2.0,,3,3,8.0,8.0,7.0,7.0,7.0,7.0,6.0,8.0,1.0,7.0,6.0
7350033,1,62,1,6.0,12.0,3,2,7.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,6.0,8.0,8.0
7350038,2,66,1,5.0,,3,3,7.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,2.0,8.0,8.0
7350045,1,70,2,6.0,8.0,3,3,7.0,8.0,7.0,7.0,8.0,6.0,7.0,4.0,5.0,5.0,7.0
7350045,2,63,1,6.0,8.0,3,2,8.0,9.0,7.0,8.0,9.0,7.0,8.0,4.0,6.0,5.0,6.0
7350049,2,87,1,3.0,10.0,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,6.0
7350050,1,62,1,6.0,,3,2,8.0,7.0,8.0,9.0,8.0,7.0,7.0,5.0,6.0,7.0,5.0
7350054,2,76,5,3.0,,3,3,10.0,10.0,8.0,6.0,10.0,10.0,10.0,7.0,7.0,10.0,10.0
7350057,1,63,1,6.0,1.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,2.0,10.0,10.0
7350057,2,65,2,6.0,5.0,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0
7350058,1,88,5,6.0,,3,3,9.0,8.0,5.0,6.0,5.0,8.0,7.0,2.0,2.0,8.0,8.0
7350062,1,74,1,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,2.0,8.0,8.0
7350063,1,75,1,4.0,43.0,3,3,9.0,99.0,7.0,9.0,8.0,8.0,8.0,1.0,2.0,9.0,9.0
7350066,1,87,1,6.0,,3,3,7.0,6.0,7.0,8.0,6.0,6.0,9.0,6.0,3.0,10.0,9.0
7350066,2,76,2,6.0,,3,3,8.0,99.0,5.0,9.0,9.0,8.0,9.0,4.0,2.0,9.0,9.0
7350068,2,60,1,6.0,2.0,3,3,5.0,4.0,4.0,8.0,7.0,6.0,8.0,9.0,7.0,7.0,8.0
7350068,1,77,2,6.0,2.0,3,3,8.0,3.0,5.0,10.0,9.0,9.0,8.0,2.0,2.0,9.0,8.0
7350069,2,61,1,5.0,1.0,3,3,10.0,10.0,6.0,8.0,8.0,9.0,8.0,4.0,0.0,9.0,9.0
7350077,1,75,1,6.0,,3,3,7.0,3.0,3.0,5.0,8.0,7.0,8.0,5.0,4.0,8.0,8.0
7350077,2,75,2,6.0,,3,3,6.0,1.0,3.0,7.0,3.0,6.0,5.0,8.0,8.0,8.0,3.0
7350080,1,67,1,6.0,27.0,3,3,7.0,6.0,8.0,9.0,6.0,7.0,8.0,0.0,2.0,9.0,8.0
7350080,2,66,2,6.0,28.0,3,2,8.0,2.0,8.0,8.0,9.0,8.0,9.0,1.0,1.0,9.0,8.0
7350082,2,89,6,3.0,,3,3,8.0,6.0,5.0,9.0,5.0,8.0,8.0,9.0,5.0,8.0,7.0
7350083,1,82,1,6.0,,3,3,8.0,2.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,8.0,8.0
7350083,2,82,2,6.0,,3,3,8.0,5.0,7.0,7.0,10.0,10.0,8.0,4.0,3.0,10.0,8.0
7350083,2,61,3,5.0,,1,1,10.0,5.0,10.0,2.0,10.0,10.0,10.0,10.0,9.0,10.0,4.0
7350086,1,60,1,6.0,,3,3,8.0,5.0,8.0,8.0,10.0,10.0,4.0,7.0,5.0,10.0,8.0
7350093,1,71,1,6.0,,3,3,9.0,8.0,10.0,10.0,8.0,8.0,8.0,10.0,0.0,10.0,10.0
7350093,2,66,2,6.0,,3,2,10.0,99.0,9.0,7.0,8.0,6.0,10.0,0.0,0.0,10.0,9.0
7350094,2,60,1,4.0,,3,3,7.0,5.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,9.0,7.0
7350095,1,68,1,6.0,,2,2,9.0,5.0,6.0,8.0,7.0,8.0,8.0,3.0,2.0,9.0,8.0
7350095,2,68,2,6.0,,2,2,8.0,8.0,6.0,9.0,6.0,6.0,8.0,2.0,7.0,8.0,8.0
7350103,1,70,1,6.0,,3,3,6.0,6.0,6.0,10.0,7.0,3.0,7.0,4.0,0.0,9.0,7.0
7350103,2,66,2,6.0,,2,3,8.0,3.0,6.0,10.0,0.0,5.0,8.0,0.0,0.0,7.0,7.0
7350107,1,70,1,6.0,,3,3,8.0,4.0,6.0,7.0,6.0,8.0,8.0,0.0,2.0,8.0,9.0
7350107,2,64,2,6.0,,3,3,8.0,99.0,7.0,8.0,7.0,6.0,8.0,3.0,0.0,8.0,8.0
7350111,1,79,1,6.0,,3,3,7.0,3.0,5.0,9.0,0.0,6.0,8.0,1.0,0.0,8.0,6.0
7350111,2,69,2,6.0,,3,3,6.0,3.0,8.0,10.0,0.0,7.0,8.0,1.0,0.0,8.0,7.0
7350113,2,80,1,3.0,,3,3,8.0,7.0,7.0,10.0,8.0,10.0,10.0,0.0,0.0,10.0,10.0
7350114,2,72,1,4.0,,3,3,3.0,99.0,6.0,7.0,3.0,4.0,8.0,1.0,1.0,8.0,9.0
7350114,2,63,7,4.0,,3,3,4.0,2.0,5.0,4.0,5.0,5.0,9.0,1.0,1.0,8.0,8.0
7350118,1,65,1,6.0,,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7350126,2,67,1,3.0,,3,3,8.0,9.0,7.0,9.0,7.0,8.0,8.0,0.0,0.0,8.0,8.0
7350139,1,98,1,3.0,,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0
7350156,1,60,1,6.0,,3,2,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,7.0,6.0
7350159,2,70,1,3.0,,2,2,7.0,4.0,9.0,7.0,8.0,8.0,9.0,0.0,0.0,8.0,8.0
7350168,1,64,1,2.0,,3,3,5.0,6.0,6.0,5.0,6.0,5.0,8.0,5.0,2.0,5.0,5.0
7350169,1,72,9,5.0,,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,5.0
7350169,1,68,1,6.0,,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0
7350169,2,68,2,6.0,,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,7.0
7350170,1,72,2,6.0,,3,3,4.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,6.0,6.0,6.0
7350170,2,67,1,6.0,,3,3,7.0,7.0,6.0,6.0,6.0,5.0,7.0,2.0,2.0,6.0,4.0
7350172,1,63,1,4.0,,3,2,8.0,6.0,8.0,8.0,8.0,5.0,8.0,0.0,0.0,9.0,7.0
7350174,1,69,1,3.0,,3,3,8.0,8.0,8.0,7.0,7.0,7.0,6.0,3.0,2.0,7.0,7.0
7350182,1,68,1,6.0,,3,3,8.0,8.0,8.0,9.0,9.0,7.0,9.0,2.0,0.0,8.0,6.0
7350182,2,64,2,6.0,,3,3,8.0,8.0,7.0,8.0,8.0,6.0,9.0,2.0,0.0,8.0,6.0
7350184,1,63,1,4.0,,3,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,5.0
7350185,1,64,1,6.0,,3,3,8.0,7.0,6.0,8.0,7.0,5.0,8.0,1.0,0.0,8.0,6.0
7350187,1,66,1,6.0,,3,3,7.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,4.0,6.0,5.0
7350188,2,61,2,6.0,,3,3,7.0,6.0,5.0,8.0,7.0,5.0,8.0,0.0,0.0,7.0,5.0
7350188,1,72,1,6.0,,3,3,7.0,6.0,6.0,8.0,7.0,5.0,7.0,2.0,1.0,7.0,6.0
7350190,2,66,1,3.0,,3,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0
7350193,1,63,1,6.0,0.0,3,3,8.0,8.0,8.0,7.0,7.0,6.0,6.0,3.0,3.0,5.0,5.0
7350197,2,69,1,6.0,,3,3,7.0,4.0,4.0,6.0,7.0,9.0,6.0,2.0,2.0,6.0,6.0
7350197,1,71,2,6.0,,3,3,7.0,4.0,4.0,9.0,6.0,9.0,8.0,2.0,2.0,6.0,6.0
7350199,2,72,5,3.0,,3,3,10.0,4.0,4.0,5.0,4.0,6.0,10.0,0.0,0.0,5.0,5.0
7350204,2,74,1,3.0,,3,3,6.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0
7350206,1,73,1,6.0,,3,3,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0
7350206,2,62,2,6.0,,3,3,6.0,4.0,3.0,4.0,4.0,4.0,2.0,7.0,7.0,5.0,5.0
7350207,2,65,2,6.0,,3,3,7.0,6.0,7.0,8.0,6.0,6.0,8.0,0.0,0.0,7.0,6.0
7350207,1,70,1,6.0,,2,3,8.0,7.0,7.0,8.0,7.0,6.0,8.0,0.0,0.0,7.0,6.0
7350209,1,62,1,6.0,,3,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,7.0,7.0
7350209,2,73,2,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,3.0,8.0,8.0
7350215,1,63,1,6.0,,3,2,10.0,6.0,6.0,6.0,6.0,6.0,10.0,0.0,0.0,6.0,5.0
7350217,1,63,1,4.0,,3,3,9.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,2.0,8.0,8.0
7350221,2,68,1,5.0,,3,2,6.0,6.0,4.0,5.0,6.0,7.0,5.0,5.0,5.0,9.0,5.0
7350223,1,82,1,3.0,,3,3,9.0,9.0,8.0,9.0,9.0,8.0,8.0,2.0,1.0,9.0,8.0
7350224,1,60,5,4.0,6.0,3,3,8.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,3.0,7.0,7.0
7350227,2,75,1,3.0,,3,3,5.0,6.0,6.0,8.0,5.0,6.0,6.0,0.0,0.0,7.0,5.0
7350234,2,74,2,6.0,,3,2,6.0,6.0,7.0,8.0,5.0,7.0,7.0,4.0,7.0,8.0,6.0
7350234,1,82,1,6.0,,3,3,6.0,4.0,2.0,7.0,5.0,8.0,5.0,6.0,6.0,7.0,5.0
7350235,1,63,1,6.0,,3,3,8.0,5.0,7.0,3.0,5.0,5.0,2.0,4.0,8.0,9.0,9.0
7350239,2,83,1,3.0,,3,3,8.0,5.0,3.0,8.0,4.0,8.0,9.0,2.0,1.0,10.0,5.0
7350240,2,62,6,4.0,,3,3,7.0,4.0,8.0,8.0,6.0,6.0,7.0,0.0,0.0,8.0,5.0
7350241,2,66,1,3.0,,3,1,7.0,4.0,3.0,7.0,2.0,8.0,9.0,2.0,1.0,10.0,5.0
